Date,Country,Total
2022-09-01,Brazil,21.0
2022-09-01,Brazil,9.0
2022-09-01,Brazil,4.0
2022-09-01,Brazil,26.0
2022-09-01,Brazil,5.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,2.0
2022-09-01,Brazil,19.0
2022-09-01,Brazil,5.0
2022-09-01,Brazil,1.0
2022-09-01,Brazil,6.0
2022-09-01,Brazil,7.0
2022-09-01,Brazil,1.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,5.0
2022-09-01,Brazil,21.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,4.0
2022-09-01,Brazil,20.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,1.0
2022-09-01,Brazil,8.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,14.0
2022-09-01,Brazil,1.0
2022-09-01,Brazil,25.0
2022-09-01,Brazil,7.0
2022-09-01,Brazil,44.0
2022-09-01,Brazil,36.0
2022-09-01,Brazil,9.0
2022-09-01,Brazil,42.0
2022-09-01,Brazil,22.0
2022-09-01,Brazil,10.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,2.0
2022-09-01,Brazil,10.0
2022-09-01,Brazil,13.0
2022-09-01,Brazil,20.0
2022-09-01,Brazil,4.0
2022-09-01,Brazil,2.0
2022-09-01,Brazil,7.0
2022-09-01,Brazil,6.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,6.0
2022-09-01,Brazil,3.0
2022-09-01,Brazil,2.0
2022-09-01,Brazil,9.0
2022-09-01,Brazil,8.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,15.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,17.0
2022-09-01,Brazil,7.0
2022-09-01,Brazil,11.0
2022-09-01,Brazil,12.0
2022-09-01,Brazil,11.0
2022-09-01,Brazil,15.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,2.0
2022-09-01,Brazil,7.0
2022-09-01,Brazil,12.0
2022-09-01,Brazil,11.0
2022-09-01,Brazil,2.0
2022-09-01,Brazil,11.0
2022-09-01,Brazil,18.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,12.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,3.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,2.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,2.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,10.0
2022-09-01,Brazil,2.0
2022-09-01,Brazil,4.0
2022-09-01,Brazil,4.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,9.0
2022-09-01,Brazil,30.0
2022-09-01,Brazil,2.0
2022-09-01,Brazil,18.0
2022-09-01,Brazil,1.0
2022-09-01,Brazil,16.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,11.0
2022-09-01,Brazil,1.0
2022-09-01,Brazil,21.0
2022-09-01,Brazil,4.0
2022-09-01,Brazil,20.0
2022-09-01,Brazil,19.0
2022-09-01,Brazil,3.0
2022-09-01,Brazil,11.0
2022-09-01,Brazil,28.0
2022-09-01,Brazil,6.0
2022-09-01,Brazil,13.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,18.0
2022-09-01,Brazil,1.0
2022-09-01,Brazil,6.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,9.0
2022-09-01,Brazil,2.0
2022-09-01,Brazil,4.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,21.0
2022-09-01,Brazil,6.0
2022-09-01,Brazil,5.0
2022-09-01,Brazil,2.0
2022-09-01,Brazil,2.0
2022-09-01,Brazil,1.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,1.0
2022-09-01,Brazil,1.0
2022-09-01,Brazil,12.0
2022-09-01,Brazil,5.0
2022-09-01,Brazil,13.0
2022-09-01,Brazil,4.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,17.0
2022-09-01,Brazil,2.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,1.0
2022-09-01,Brazil,8.0
2022-09-01,Brazil,24.0
2022-09-01,Brazil,1.0
2022-09-01,Brazil,6.0
2022-09-01,Brazil,10.0
2022-09-01,Brazil,3.0
2022-09-01,Brazil,1.0
2022-09-01,Brazil,2.0
2022-09-01,Brazil,5.0
2022-09-01,Brazil,19.0
2022-09-01,Brazil,6.0
2022-09-01,Brazil,6.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,1.0
2022-09-01,Brazil,3.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,7.0
2022-09-01,Brazil,4.0
2022-09-01,Brazil,1.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,2.0
2022-09-01,Brazil,13.0
2022-09-01,Brazil,1.0
2022-09-01,Brazil,20.0
2022-09-01,Brazil,4.0
2022-09-01,Brazil,15.0
2022-09-01,Brazil,2.0
2022-09-01,Brazil,5.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,10.0
2022-09-01,Brazil,13.0
2022-09-01,Brazil,22.0
2022-09-01,Brazil,7.0
2022-09-01,Brazil,10.0
2022-09-01,Brazil,17.0
2022-09-01,Brazil,1.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,11.0
2022-09-01,Brazil,7.0
2022-09-01,Brazil,5.0
2022-09-01,Brazil,18.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,25.0
2022-09-01,Brazil,8.0
2022-09-01,Brazil,3.0
2022-09-01,Brazil,19.0
2022-09-01,Brazil,6.0
2022-09-01,Brazil,4.0
2022-09-01,Brazil,9.0
2022-09-01,Brazil,18.0
2022-09-01,Brazil,4.0
2022-09-01,Brazil,17.0
2022-09-01,Brazil,1.0
2022-09-01,Brazil,21.0
2022-09-01,Brazil,17.0
2022-09-01,Brazil,8.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,13.0
2022-09-01,Brazil,2.0
2022-09-01,Brazil,5.0
2022-09-01,Brazil,8.0
2022-09-01,Brazil,11.0
2022-09-01,Brazil,17.0
2022-09-01,Brazil,6.0
2022-09-01,Brazil,1.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,12.0
2022-09-01,Brazil,8.0
2022-09-01,Brazil,14.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,53.0
2022-09-01,Brazil,35.0
2022-09-01,Brazil,28.0
2022-09-01,Brazil,8.0
2022-09-01,Brazil,6.0
2022-09-01,Brazil,2.0
2022-09-01,Brazil,2.0
2022-09-01,Brazil,12.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,10.0
2022-09-01,Brazil,1.0
2022-09-01,Brazil,13.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,2.0
2022-09-01,Brazil,2.0
2022-09-01,Brazil,23.0
2022-09-01,Brazil,2.0
2022-09-01,Brazil,12.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,27.0
2022-09-01,Brazil,2.0
2022-09-01,Brazil,9.0
2022-09-01,Brazil,25.0
2022-09-01,Brazil,9.0
2022-09-01,Brazil,13.0
2022-09-01,Brazil,9.0
2022-09-01,Brazil,10.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,15.0
2022-09-01,Brazil,7.0
2022-09-01,Brazil,11.0
2022-09-01,Brazil,1.0
2022-09-01,Brazil,27.0
2022-09-01,Brazil,12.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,7.0
2022-09-01,Brazil,1.0
2022-09-01,Brazil,2.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,1.0
2022-09-01,Brazil,2.0
2022-09-01,Brazil,2.0
2022-09-01,Brazil,6.0
2022-09-01,Brazil,18.0
2022-09-01,Brazil,16.0
2022-09-01,Brazil,11.0
2022-09-01,Brazil,5.0
2022-09-01,Brazil,4.0
2022-09-01,Brazil,10.0
2022-09-01,Brazil,23.0
2022-09-01,Brazil,16.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,4.0
2022-09-01,Brazil,7.0
2022-09-01,Brazil,7.0
2022-09-01,Brazil,30.0
2022-09-01,Brazil,16.0
2022-09-01,Brazil,51.0
2022-09-01,Brazil,4.0
2022-09-01,Brazil,15.0
2022-09-01,Brazil,18.0
2022-09-01,Brazil,28.0
2022-09-01,Brazil,21.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,12.0
2022-09-01,Brazil,10.0
2022-09-01,Brazil,9.0
2022-09-01,Brazil,5.0
2022-09-01,Brazil,4.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,5.0
2022-09-01,Brazil,0.0
2022-09-01,Brazil,1.0
2022-09-01,Brazil,4.0
2022-09-01,Brazil,7.0
2022-09-01,Brazil,4.0
2022-09-01,Brazil,4.0
2022-09-01,Brazil,4.0
2022-09-01,Ghana,73.0
2022-09-01,Ghana,48.0
2022-09-01,Ghana,75.0
2022-09-01,Ghana,57.0
2022-09-01,Ghana,59.0
2022-09-01,Ghana,146.0
2022-09-01,Ghana,24.0
2022-09-01,Ghana,125.0
2022-09-01,Ghana,60.0
2022-09-01,Ghana,330.0
2022-09-01,Ghana,80.0
2022-09-01,Ghana,99.0
2022-09-01,Ghana,63.0
2022-09-01,Ghana,37.0
2022-09-01,Ghana,134.0
2022-09-01,Ghana,41.0
2022-09-01,Ghana,42.0
2022-09-01,Ghana,86.0
2022-09-01,Ghana,29.0
2022-09-01,Ghana,72.0
2022-09-01,Ghana,26.0
2022-09-01,Indonesia,117.0
2022-09-01,Indonesia,20.0
2022-09-01,Indonesia,90.0
2022-09-01,Indonesia,344.0
2022-09-01,Indonesia,17.0
2022-09-01,Indonesia,189.0
2022-09-01,Indonesia,157.0
2022-09-01,Indonesia,73.0
2022-09-01,Indonesia,222.0
2022-09-01,Indonesia,83.0
2022-09-01,Indonesia,79.0
2022-09-01,Indonesia,94.0
2022-09-01,Indonesia,36.0
2022-09-01,Indonesia,15.0
2022-09-01,Indonesia,79.0
2022-09-01,Indonesia,150.0
2022-09-01,Indonesia,146.0
2022-09-01,Indonesia,36.0
2022-09-01,Indonesia,178.0
2022-09-01,Indonesia,56.0
2022-09-01,Indonesia,123.0
2022-09-01,Indonesia,54.0
2022-09-01,Indonesia,42.0
2022-09-01,Indonesia,7.0
2022-09-01,Indonesia,148.0
2022-09-01,Indonesia,13.0
2022-09-01,Indonesia,197.0
2022-09-01,Indonesia,87.0
2022-09-01,Indonesia,110.0
2022-09-01,Indonesia,83.0
2022-09-01,Indonesia,21.0
2022-09-01,Indonesia,9.0
2022-09-01,Indonesia,113.0
2022-09-01,Indonesia,14.0
2022-09-01,Indonesia,66.0
2022-09-01,Indonesia,15.0
2022-09-01,Indonesia,63.0
2022-09-01,Indonesia,31.0
2022-09-01,Indonesia,71.0
2022-09-01,Indonesia,54.0
2022-09-01,Indonesia,121.0
2022-09-01,Indonesia,88.0
2022-09-01,Indonesia,233.0
2022-09-01,Indonesia,13.0
2022-09-01,Indonesia,18.0
2022-09-01,Indonesia,136.0
2022-09-01,Indonesia,286.0
2022-09-01,Indonesia,165.0
2022-09-01,Indonesia,45.0
2022-09-01,Indonesia,61.0
2022-09-01,Indonesia,53.0
2022-09-01,Indonesia,122.0
2022-09-01,Indonesia,227.0
2022-09-01,Indonesia,21.0
2022-09-01,Indonesia,252.0
2022-09-01,Indonesia,25.0
2022-09-01,Indonesia,159.0
2022-09-01,Indonesia,23.0
2022-09-01,Indonesia,270.0
2022-09-01,Indonesia,139.0
2022-09-01,Indonesia,114.0
2022-09-01,Indonesia,40.0
2022-09-01,Indonesia,323.0
2022-09-01,Indonesia,49.0
2022-09-01,Indonesia,13.0
2022-09-01,Indonesia,57.0
2022-09-01,Indonesia,50.0
2022-09-01,Indonesia,31.0
2022-09-01,Indonesia,19.0
2022-09-01,Indonesia,32.0
2022-09-01,Indonesia,185.0
2022-09-01,Indonesia,93.0
2022-09-01,Indonesia,8.0
2022-09-01,Indonesia,92.0
2022-09-01,Indonesia,43.0
2022-09-01,Indonesia,73.0
2022-09-01,Indonesia,76.0
2022-09-01,Indonesia,58.0
2022-09-01,Indonesia,47.0
2022-09-01,Indonesia,74.0
2022-09-01,Indonesia,38.0
2022-09-01,Indonesia,48.0
2022-09-01,Indonesia,19.0
2022-09-01,Indonesia,29.0
2022-09-01,Indonesia,6.0
2022-09-01,Indonesia,48.0
2022-09-01,Indonesia,71.0
2022-09-01,Indonesia,82.0
2022-09-01,Indonesia,32.0
2022-09-01,Indonesia,125.0
2022-09-01,Indonesia,117.0
2022-09-01,Indonesia,125.0
2022-09-01,Indonesia,49.0
2022-09-01,Indonesia,70.0
2022-09-01,Indonesia,29.0
2022-09-01,Indonesia,131.0
2022-09-01,Indonesia,47.0
2022-09-01,Indonesia,58.0
2022-09-01,Indonesia,104.0
2022-09-01,Indonesia,88.0
2022-09-01,Indonesia,179.0
2022-09-01,Indonesia,113.0
2022-09-01,Indonesia,34.0
2022-09-01,Indonesia,155.0
2022-09-01,Indonesia,49.0
2022-09-01,Indonesia,33.0
2022-09-01,Indonesia,64.0
2022-09-01,Indonesia,64.0
2022-09-01,Indonesia,24.0
2022-09-01,Indonesia,108.0
2022-10-01,Indonesia,152.0
2022-10-01,Indonesia,69.0
2022-10-01,Indonesia,242.0
2022-10-01,Indonesia,96.0
2022-10-01,Indonesia,151.0
2022-10-01,Indonesia,66.0
2022-10-01,Indonesia,85.0
2022-10-01,Indonesia,79.0
2022-10-01,Indonesia,38.0
2022-10-01,Indonesia,26.0
2022-10-01,Indonesia,30.0
2022-10-01,Indonesia,64.0
2022-10-01,Indonesia,51.0
2022-10-01,Indonesia,97.0
2022-10-01,Indonesia,47.0
2022-10-01,Indonesia,101.0
2022-10-01,Indonesia,66.0
2022-10-01,Indonesia,38.0
2022-10-01,Indonesia,91.0
2022-10-01,Indonesia,71.0
2022-10-01,Indonesia,171.0
2022-10-01,Indonesia,31.0
2022-10-01,Indonesia,105.0
2022-10-01,Indonesia,241.0
2022-10-01,Indonesia,159.0
2022-10-01,Indonesia,86.0
2022-10-01,Indonesia,56.0
2022-10-01,Indonesia,141.0
2022-10-01,Indonesia,8.0
2022-10-01,Indonesia,33.0
2022-10-01,Indonesia,71.0
2022-10-01,Indonesia,49.0
2022-10-01,Indonesia,42.0
2022-10-01,Indonesia,177.0
2022-10-01,Indonesia,114.0
2022-10-01,Indonesia,81.0
2022-10-01,Indonesia,43.0
2022-10-01,Indonesia,173.0
2022-10-01,Indonesia,91.0
2022-10-01,Indonesia,251.0
2022-10-01,Indonesia,27.0
2022-10-01,Indonesia,123.0
2022-10-01,Indonesia,39.0
2022-10-01,Indonesia,88.0
2022-10-01,Indonesia,128.0
2022-10-01,Indonesia,49.0
2022-10-01,Indonesia,96.0
2022-10-01,Indonesia,127.0
2022-10-01,Indonesia,61.0
2022-10-01,Indonesia,174.0
2022-10-01,Indonesia,54.0
2022-10-01,Indonesia,118.0
2022-10-01,Indonesia,221.0
2022-10-01,Indonesia,256.0
2022-10-01,Indonesia,14.0
2022-10-01,Indonesia,156.0
2022-10-01,Indonesia,15.0
2022-10-01,Indonesia,232.0
2022-10-01,Indonesia,58.0
2022-10-01,Indonesia,53.0
2022-10-01,Indonesia,4.0
2022-10-01,Indonesia,38.0
2022-10-01,Indonesia,67.0
2022-10-01,Indonesia,16.0
2022-10-01,Indonesia,8.0
2022-10-01,Indonesia,54.0
2022-10-01,Indonesia,99.0
2022-10-01,Indonesia,196.0
2022-10-01,Indonesia,73.0
2022-10-01,Indonesia,3.0
2022-10-01,Indonesia,98.0
2022-10-01,Indonesia,57.0
2022-10-01,Indonesia,75.0
2022-10-01,Ghana,54.0
2022-10-01,Ghana,39.0
2022-10-01,Indonesia,86.0
2022-10-01,Ghana,24.0
2022-10-01,Ghana,44.0
2022-10-01,Ghana,22.0
2022-10-01,Ghana,30.0
2022-10-01,Ghana,131.0
2022-10-01,Ghana,28.0
2022-10-01,Ghana,96.0
2022-10-01,Ghana,113.0
2022-10-01,Ghana,105.0
2022-10-01,Ghana,264.0
2022-10-01,Ghana,62.0
2022-10-01,Ghana,158.0
2022-10-01,Ghana,20.0
2022-10-01,Ghana,92.0
2022-10-01,Ghana,80.0
2022-10-01,Ghana,56.0
2022-10-01,Ghana,57.0
2022-10-01,Ghana,51.0
2022-10-01,Ghana,58.0
2022-10-01,Brazil,2.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,2.0
2022-10-01,Brazil,2.0
2022-10-01,Brazil,4.0
2022-10-01,Brazil,2.0
2022-10-01,Brazil,2.0
2022-10-01,Brazil,10.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,3.0
2022-10-01,Brazil,3.0
2022-10-01,Brazil,9.0
2022-10-01,Brazil,9.0
2022-10-01,Brazil,21.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,14.0
2022-10-01,Brazil,15.0
2022-10-01,Brazil,11.0
2022-10-01,Brazil,10.0
2022-10-01,Brazil,3.0
2022-10-01,Brazil,47.0
2022-10-01,Brazil,13.0
2022-10-01,Brazil,23.0
2022-10-01,Brazil,8.0
2022-10-01,Brazil,4.0
2022-10-01,Brazil,4.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,9.0
2022-10-01,Brazil,21.0
2022-10-01,Brazil,2.0
2022-10-01,Brazil,4.0
2022-10-01,Brazil,2.0
2022-10-01,Brazil,5.0
2022-10-01,Brazil,11.0
2022-10-01,Brazil,12.0
2022-10-01,Brazil,5.0
2022-10-01,Brazil,2.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,1.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,2.0
2022-10-01,Brazil,1.0
2022-10-01,Brazil,5.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,13.0
2022-10-01,Brazil,19.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,7.0
2022-10-01,Brazil,5.0
2022-10-01,Brazil,7.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,9.0
2022-10-01,Brazil,9.0
2022-10-01,Brazil,7.0
2022-10-01,Brazil,11.0
2022-10-01,Brazil,12.0
2022-10-01,Brazil,10.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,19.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,7.0
2022-10-01,Brazil,2.0
2022-10-01,Brazil,7.0
2022-10-01,Brazil,1.0
2022-10-01,Brazil,1.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,13.0
2022-10-01,Brazil,1.0
2022-10-01,Brazil,7.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,5.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,2.0
2022-10-01,Brazil,6.0
2022-10-01,Brazil,5.0
2022-10-01,Brazil,27.0
2022-10-01,Brazil,41.0
2022-10-01,Brazil,51.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,12.0
2022-10-01,Brazil,8.0
2022-10-01,Brazil,11.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,3.0
2022-10-01,Brazil,12.0
2022-10-01,Brazil,8.0
2022-10-01,Brazil,8.0
2022-10-01,Brazil,2.0
2022-10-01,Brazil,10.0
2022-10-01,Brazil,6.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,9.0
2022-10-01,Brazil,17.0
2022-10-01,Brazil,14.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,15.0
2022-10-01,Brazil,3.0
2022-10-01,Brazil,11.0
2022-10-01,Brazil,6.0
2022-10-01,Brazil,3.0
2022-10-01,Brazil,7.0
2022-10-01,Brazil,10.0
2022-10-01,Brazil,1.0
2022-10-01,Brazil,13.0
2022-10-01,Brazil,25.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,14.0
2022-10-01,Brazil,4.0
2022-10-01,Brazil,6.0
2022-10-01,Brazil,11.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,1.0
2022-10-01,Brazil,11.0
2022-10-01,Brazil,12.0
2022-10-01,Brazil,5.0
2022-10-01,Brazil,5.0
2022-10-01,Brazil,5.0
2022-10-01,Brazil,6.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,2.0
2022-10-01,Brazil,3.0
2022-10-01,Brazil,8.0
2022-10-01,Brazil,4.0
2022-10-01,Brazil,16.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,10.0
2022-10-01,Brazil,2.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,1.0
2022-10-01,Brazil,4.0
2022-10-01,Brazil,10.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,6.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,18.0
2022-10-01,Brazil,5.0
2022-10-01,Brazil,14.0
2022-10-01,Brazil,5.0
2022-10-01,Brazil,1.0
2022-10-01,Brazil,1.0
2022-10-01,Brazil,1.0
2022-10-01,Brazil,4.0
2022-10-01,Brazil,4.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,20.0
2022-10-01,Brazil,8.0
2022-10-01,Brazil,1.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,2.0
2022-10-01,Brazil,19.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,2.0
2022-10-01,Brazil,14.0
2022-10-01,Brazil,3.0
2022-10-01,Brazil,11.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,1.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,1.0
2022-10-01,Brazil,1.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,4.0
2022-10-01,Brazil,3.0
2022-10-01,Brazil,14.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,3.0
2022-10-01,Brazil,2.0
2022-10-01,Brazil,8.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,6.0
2022-10-01,Brazil,1.0
2022-10-01,Brazil,13.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,1.0
2022-10-01,Brazil,4.0
2022-10-01,Brazil,28.0
2022-10-01,Brazil,13.0
2022-10-01,Brazil,3.0
2022-10-01,Brazil,8.0
2022-10-01,Brazil,28.0
2022-10-01,Brazil,4.0
2022-10-01,Brazil,19.0
2022-10-01,Brazil,2.0
2022-10-01,Brazil,8.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,12.0
2022-10-01,Brazil,1.0
2022-10-01,Brazil,14.0
2022-10-01,Brazil,1.0
2022-10-01,Brazil,28.0
2022-10-01,Brazil,10.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,3.0
2022-10-01,Brazil,4.0
2022-10-01,Brazil,2.0
2022-10-01,Brazil,5.0
2022-10-01,Brazil,3.0
2022-10-01,Brazil,2.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,2.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,3.0
2022-10-01,Brazil,1.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,11.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,15.0
2022-10-01,Brazil,5.0
2022-10-01,Brazil,2.0
2022-10-01,Brazil,11.0
2022-10-01,Brazil,13.0
2022-10-01,Brazil,3.0
2022-10-01,Brazil,1.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,16.0
2022-10-01,Brazil,11.0
2022-10-01,Brazil,7.0
2022-10-01,Brazil,12.0
2022-10-01,Brazil,7.0
2022-10-01,Brazil,20.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,19.0
2022-10-01,Brazil,3.0
2022-10-01,Brazil,13.0
2022-10-01,Brazil,9.0
2022-10-01,Brazil,1.0
2022-10-01,Brazil,1.0
2022-10-01,Brazil,3.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,3.0
2022-10-01,Brazil,7.0
2022-10-01,Brazil,2.0
2022-10-01,Brazil,2.0
2022-10-01,Brazil,10.0
2022-10-01,Brazil,14.0
2022-10-01,Brazil,11.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,9.0
2022-10-01,Brazil,20.0
2022-10-01,Brazil,31.0
2022-10-01,Brazil,6.0
2022-10-01,Brazil,26.0
2022-10-01,Brazil,41.0
2022-10-01,Brazil,12.0
2022-10-01,Brazil,7.0
2022-10-01,Brazil,1.0
2022-10-01,Brazil,15.0
2022-10-01,Brazil,5.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,11.0
2022-10-01,Brazil,11.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,13.0
2022-10-01,Brazil,5.0
2022-10-01,Brazil,16.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,16.0
2022-10-01,Brazil,2.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,7.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,11.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,7.0
2022-10-01,Brazil,6.0
2022-10-01,Brazil,8.0
2022-10-01,Brazil,4.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,17.0
2022-10-01,Brazil,1.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,14.0
2022-10-01,Brazil,4.0
2022-10-01,Brazil,1.0
2022-10-01,Brazil,2.0
2022-10-01,Brazil,1.0
2022-10-01,Brazil,5.0
2022-10-01,Brazil,40.0
2022-10-01,Brazil,13.0
2022-10-01,Brazil,1.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,5.0
2022-10-01,Brazil,10.0
2022-10-01,Brazil,7.0
2022-10-01,Brazil,4.0
2022-10-01,Brazil,3.0
2022-10-01,Brazil,4.0
2022-10-01,Brazil,1.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,7.0
2022-10-01,Brazil,7.0
2022-10-01,Brazil,7.0
2022-10-01,Brazil,5.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,6.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,3.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,10.0
2022-10-01,Brazil,20.0
2022-10-01,Brazil,15.0
2022-10-01,Brazil,4.0
2022-10-01,Brazil,16.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,5.0
2022-10-01,Brazil,15.0
2022-10-01,Brazil,37.0
2022-10-01,Brazil,48.0
2022-10-01,Brazil,15.0
2022-10-01,Brazil,49.0
2022-10-01,Brazil,14.0
2022-10-01,Brazil,40.0
2022-10-01,Brazil,1.0
2022-10-01,Brazil,3.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,41.0
2022-10-01,Brazil,10.0
2022-10-01,Brazil,5.0
2022-10-01,Brazil,19.0
2022-10-01,Brazil,11.0
2022-10-01,Brazil,14.0
2022-10-01,Brazil,6.0
2022-10-01,Brazil,8.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,5.0
2022-10-01,Brazil,15.0
2022-10-01,Brazil,22.0
2022-10-01,Brazil,42.0
2022-10-01,Brazil,17.0
2022-10-01,Brazil,59.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,2.0
2022-10-01,Brazil,0.0
2022-10-01,Brazil,7.0
2022-10-01,Brazil,12.0
2022-10-01,Brazil,6.0
2022-10-01,Brazil,17.0
